1	M	0.98823	34.5538
2	O	0.982444	34.5597
3	O_M	0.980038	34.5621
4	M	0.999563	34.5424
5	O_M	0.955127	34.5879
6	O_M	0.549586	35.1406
6	O	0.416161	35.4187
7	K	0.990151	34.5519
8	K_O	0.480417	35.2751
8	K_O_M	0.425713	35.396
8	K_M	0.0699342	37.2022
9	M_H	0.538402	35.1611
9	K_M_H	0.0811531	37.0534
10	O_M_H	0.174998	36.2849
10	O_M	0.142277	36.4919
10	O_H	0.137926	36.523
10	O	0.095075	36.8951
10	K	0.079093	37.0791
10	K_O	0.0662898	37.2557
10	M	0.0545041	37.4514
10	H	0.052816	37.4829
10	K_M	0.0413575	37.7275
10	K_H	0.0409942	37.7363
10	K_O_M	0.0321924	37.978
10	K_O_H	0.0316803	37.994
11	K	0.221002	36.0516
11	K_O	0.189177	36.207
11	K_M	0.112554	36.7263
11	K_O_M	0.111695	36.7339
11	K_O_M_H	0.110042	36.7489
11	K_H	0.109137	36.7571
11	K_O_H	0.107115	36.7758
11	K_M_H	0.033549	37.9367
12	K	0.634435	34.997
12	K_O	0.104353	36.8019
13	K	0.671399	34.9404
13	K_O	0.134266	36.5499
14	K	0.992332	34.5497
15	K	0.800718	34.7642
16	K	0.968912	34.5736
17	K_O	0.856548	34.6968
18	K_O	0.516739	35.2022
18	K	0.278394	35.8207
18	K_O_M	0.0730309	37.1588
