36	K|KO	-35.43	0.4121
36	K|K	-35.82	0.2786
36	K|O	-37.81	0.03789
36	KO|K	-37.91	0.03455
36	KO|O	-38.11	0.0282
36	K|KOH	-38.24	0.02483
36	K|KOM	-38.24	0.02483
36	KM|K	-38.46	0.01996
36	KOM|K	-38.52	0.01872
36	KOM|O	-38.72	0.01527
36	KOMH|K	-39.02	0.01135
36	K|KH	-39.21	0.009355
36	K|KM	-39.21	0.009355
36	KOMH|O	-39.22	0.00926
36	KM|O	-39.35	0.008145
36	KOH|K	-39.41	0.007655
30	K|K	-34.76	0.8009
30	KO|K	-37.24	0.067
30	KOM|K	-37.94	0.03339
30	KM|K	-38.08	0.02911
30	KOMH|K	-38.42	0.02066
26	K|K	-34.94	0.6716
26	KO|K	-37.13	0.07502
26	KM|K	-37.91	0.03437
26	KOM|K	-38.27	0.02413
26	K|KO	-38.34	0.02236
26	O|KO	-38.35	0.0223
26	K|KH	-38.8	0.01419
26	K|KM	-38.8	0.01419
26	K|KOMH	-39.12	0.01025
26	O|KOMH	-39.13	0.01022
26	KO|O	-39.27	0.008858
26	K|KOH	-39.47	0.007251
26	K|KOM	-39.47	0.007251
26	O|KOH	-39.47	0.00723
26	O|KOM	-39.47	0.00723
26	M|KM	-39.52	0.006892
26	O|K	-39.82	0.005099
26	M|KOMH	-39.84	0.004979
16	O|K	-35.35	0.447
16	OM|K	-35.42	0.4139
16	M|K	-37.3	0.06353
16	O|KO	-38.41	0.0208
16	KO|K	-38.91	0.01266
12	OM|O	-35.2	0.5157
12	O|O	-35.42	0.4162
12	M|O	-38.03	0.03054
10	OM|M	-34.6	0.9465
10	M|M	-37.96	0.03263
6	M|O	-34.61	0.9318
6	OM|O	-38.18	0.02631
2	M|M	-34.55	0.9882
5	O|O	-34.56	0.9824
9	M|M	-34.54	0.9996
15	K|K	-34.55	0.9901
25	K|K	-35	0.6348
25	KO|K	-36.84	0.1
25	KM|K	-37.39	0.05787
25	KH|K	-37.51	0.05151
25	KOMH|K	-37.63	0.0457
25	KOM|K	-37.78	0.03938
25	KOH|K	-37.87	0.0359
23	K|K	-36.05	0.2212
23	O|K	-36.47	0.1454
23	OMH|K	-36.81	0.1033
23	OM|K	-36.84	0.1004
23	OH|K	-36.88	0.09628
23	M|K	-37.01	0.0848
23	H|K	-37.04	0.08223
23	KO|K	-37.97	0.03242
23	MH|K	-38.12	0.02801
23	KM|K	-38.4	0.02107
23	KH|K	-38.43	0.02043
23	O|KO	-39.03	0.01124
23	KOM|K	-39.09	0.01059
21	MH|O	-36.36	0.1621
21	M|O	-36.7	0.116
21	H|O	-36.73	0.1124
21	O|O	-36.89	0.09511
21	K|K	-37.08	0.07919
21	M|M	-37.45	0.05453
21	H|H	-37.48	0.05284
21	K|O	-37.58	0.04804
21	M|K	-38.11	0.02833
21	H|K	-38.11	0.02808
21	KM|O	-38.46	0.01998
21	KH|O	-38.47	0.01966
21	OM|O	-38.57	0.01788
21	OH|O	-38.6	0.01733
21	KMH|O	-38.81	0.01395
21	MH|K	-38.98	0.01177
21	OMH|O	-39	0.01164
21	KO|O	-39.03	0.01125
21	MH|H	-39.13	0.01015
19	M|H	-35.26	0.4864
19	M|M	-37.22	0.06896
19	H|H	-37.24	0.06721
19	KM|H	-37.8	0.03839
19	M|KH	-37.8	0.03839
19	M|K	-37.86	0.0363
19	K|H	-37.86	0.03617
19	OM|H	-38.14	0.02739
19	M|OH	-38.14	0.02739
19	M|O	-38.17	0.02644
19	O|H	-38.18	0.02626
19	MH|H	-38.2	0.02584
19	M|MH	-38.2	0.02584
19	K|K	-38.94	0.01233
19	O|O	-39.22	0.009312
29	K|K	-34.55	0.9923
35	K|O	-34.8	0.7731
35	K|K	-37.06	0.0804
35	K|KO	-37.41	0.05688
35	KO|O	-38.18	0.02632
35	K|OM	-38.67	0.01616
33	K|K	-34.57	0.9689
